1.01023	536
1.02163	1072
1.0341	1608
1.04656	2144
1.05785	2680
1.06021	3216
1.07032	3752
1.07268	4288
1.07504	4824
1.08279	5360
1.08515	5896
1.08751	6432
1.08987	6968
1.09408	7504
1.09644	8040
1.0988	8576
1.10116	9112
1.10352	9648
1.10588	10184
1.10824	10720
1.1106	11256
1.11296	11792
1.11532	12328
1.11768	12864
1.12004	13400
1.1224	13936
1.12476	14472
1.12712	15008
1.12948	15544
1.13184	16080
1.1342	16616
1.13656	17152
1.13892	17688
1.14128	18224
1.14364	18760
1.146	19296
1.14836	19832
1.15072	20368
1.15308	20904
1.15544	21440
1.1578	21976
1.16016	22512
1.16252	23048
1.16488	23584
1.16724	24120
1.1696	24656
1.17196	25192
1.17432	25728
1.17668	26264
1.17904	26800
1.1814	27336
1.18376	27872
1.18612	28408
1.18848	28944
1.19084	29480
1.1932	30016
1.19556	30552
1.19792	31088
1.20028	31624
1.20264	32160
1.205	32696
1.20736	33232
1.20972	33768
1.21208	34304
1.21444	34840
1.2168	35376
1.21916	35912
1.22152	36448
1.22388	36984
1.22624	37520
1.2286	38056
1.23096	38592
1.23332	39128
1.23568	39664
1.23804	40200
1.2404	40736
1.24276	41272
1.24512	41808
1.24748	42344
1.24984	42880
1.2522	43416
1.25456	43952
1.25692	44488
1.25928	45024
1.26164	45560
1.264	46096
1.26636	46632
1.26872	47168
1.27108	47704
1.27344	48240
1.2758	48776
1.27816	49312
1.28052	49848
1.28288	50384
1.28524	50920
1.2876	51456
1.28996	51992
1.29232	52528
1.29468	53064
1.29704	53600
1.2994	54136
1.30176	54672
1.30412	55208
1.30648	55744
1.30884	56280
1.3112	56816
1.31356	57352
1.31592	57888
1.31828	58424
1.32064	58960
1.323	59496
1.32536	60032
1.32772	60568
1.33008	61104
1.33244	61640
1.3348	62176
1.33716	62712
1.33952	63248
1.34188	63784
1.34424	64320
1.3466	64856
1.34896	65392
1.35132	65928
1.35368	66464
1.35604	67000
1.3584	67536
1.36076	68072
1.36312	68608
1.36548	69144
1.36784	69680
1.3702	70216
1.37256	70752
1.37492	71288
1.37728	71824
1.37964	72360
1.382	72896
1.38436	73432
1.38672	73968
1.38908	74504
1.39144	75040
1.3938	75576
1.39616	76112
1.39852	76648
1.40088	77184
1.40324	77720
1.4056	78256
1.40796	78792
1.41032	79328
1.41268	79864
1.41504	80400
1.4174	80936
1.41976	81472
1.42212	82008
1.42448	82544
1.42684	83080
1.4292	83616
1.43156	84152
1.43392	84688
1.43628	85224
1.43864	85760
1.441	86296
1.44336	86832
1.44572	87368
1.44808	87904
1.45044	88440
1.4528	88976
1.45516	89512
1.45752	90048
1.45988	90584
1.46224	91120
1.4646	91656
1.46696	92192
1.46932	92728
1.47168	93264
1.47404	93800
1.4764	94336
1.47876	94872
1.48112	95408
1.48348	95944
1.48584	96480
1.4882	97016
1.49056	97552
1.49292	98088
1.49528	98624
1.49764	99160
1.5	99696
1.50236	100232
1.50472	100768
1.50708	101304
1.50944	101840
1.5118	102376
1.51416	102912
1.51652	103448
1.51888	103984
1.52124	104520
1.5236	105056
1.52596	105592
1.52832	106128
1.53068	106664
1.53304	107200
1.5354	107736
1.53776	108272
1.54012	108808
1.54248	109344
1.54484	109880
1.5472	110416
1.54956	110952
1.55192	111488
1.55428	112024
1.55664	112560
1.559	113096
1.56136	113632
1.56372	114168
1.56608	114704
1.56963	56816
1.89584	56821
1.9454	56826
1.94776	56831
1.95012	56836
1.95248	56841
1.95484	56846
1.9572	56851
1.95956	56856
1.96192	56861
1.96428	56866
1.96664	56871
1.969	56876
1.97136	56881
1.97372	56886
1.97608	56891
1.97748	56896
2.0117	56901
2.01406	56906
2.01642	56911
2.01878	56916
2.02114	56921
2.0235	56926
2.02586	56931
2.02822	56936
2.03058	56941
2.03294	56946
2.0353	56951
2.03766	56956
2.04002	56961
2.04238	56966
2.04474	56971
2.0471	56976
2.04946	56981
2.05182	56986
2.05418	56991
2.05654	56996
2.0589	57001
2.06126	57006
2.06362	57011
2.06598	57016
2.06834	57021
2.0707	57026
2.07306	57031
2.07542	57036
2.07778	57041
2.08014	57046
2.0825	57051
2.08486	57056
2.08722	57061
2.08958	57066
2.09194	57071
2.0943	57076
2.09666	57081
2.09902	57086
2.10138	57091
2.10374	57096
2.1061	57101
2.10846	57106
2.11082	57111
2.11318	57116
2.11554	57121
2.1179	57126
2.12026	57131
2.12262	57136
2.12498	57141
2.12734	57146
2.1297	57151
2.13325	27872
2.25714	27882
2.2595	27892
2.26186	27902
2.26422	27912
2.26658	27922
2.26894	27932
2.2713	27942
2.27366	27952
2.27602	27962
2.27838	27972
2.28074	27982
2.2831	27992
2.28546	28002
2.28782	28012
2.29018	28022
2.29254	28032
2.2949	28042
2.29726	28052
2.29962	28062
2.30198	28072
2.30434	28082
2.3067	28092
2.30906	28102
2.31142	28112
2.31378	28122
2.31614	28132
2.3185	28142
2.32086	28152
2.32322	28162
2.32558	28172
2.32794	28182
2.3303	28192
2.33266	28202
2.33502	28212
2.33738	28222
2.33974	28232
2.3421	28242
2.34446	28252
2.34682	28262
2.34918	28272
2.35154	28282
2.3539	28292
2.35626	28302
2.35862	28312
2.36098	28322
2.36334	28332
2.3657	28342
2.36806	28352
2.37042	28362
2.37278	28372
2.37514	28382
2.3775	28392
2.37986	28402
2.38222	28412
2.38458	28422
2.38694	28432
2.3893	28442
2.39166	28452
2.39402	28462
2.39638	28472
2.39874	28482
2.4011	28492
2.40346	28502
2.40582	28512
2.40818	28522
2.41054	28532
2.4129	28542
2.41526	28552
2.41762	28562
2.41998	28572
2.42234	28582
2.4247	28592
2.42706	28602
2.42942	28612
2.43178	28622
2.43414	28632
2.4365	28642
2.43886	28652
2.44122	28662
2.44358	28672
2.44594	28682
2.4483	28692
2.45066	28702
2.45302	28712
2.45538	28722
2.45774	28732
2.4601	28741
2.46246	28750
2.46482	28759
2.46718	28768
2.46954	28777
2.4719	28786
2.47426	28795
2.47662	28804
2.47898	28813
2.48134	28822
2.4837	28831
2.48606	28840
2.48842	28849
2.49078	28858
2.49314	28867
2.4955	28876
2.49786	28885
2.50022	28894
2.50258	28903
2.50494	28912
2.5073	28921
2.50966	28930
2.51202	28939
2.51438	28948
2.51674	28957
2.5191	28966
2.52146	28975
2.52382	28984
2.52618	28993
2.52854	29002
2.5309	29011
2.53326	29020
2.53562	29029
2.53798	29038
2.54034	29047
2.5427	29056
2.54506	29065
2.54742	29074
2.54978	29083
2.55214	29092
2.5545	29101
2.55686	29110
2.55922	29119
2.56158	29128
2.56394	29137
2.5663	29146
2.56866	29155
2.57102	29164
2.57338	29173
2.57574	29182
2.5781	29191
2.58046	29200
2.58282	29209
2.58518	29218
2.58754	29227
2.5899	29236
2.59226	29245
2.59462	29254
2.59698	29263
2.59934	29272
2.6017	29281
2.60406	29290
2.60642	29299
2.60878	29308
2.61114	29317
2.6135	29326
2.61586	29335
2.61822	29344
2.62058	29353
2.62294	29362
2.6253	29371
2.62766	29380
2.63002	29389
2.63238	29398
2.63474	29407
2.6371	29416
2.63946	29425
2.64182	29434
2.64418	29443
2.64654	29452
2.6489	29461
2.65126	29470
2.65362	29479
2.65598	29488
2.65834	29497
2.6607	29506
2.66306	29515
2.66542	29524
2.66778	29533
2.67014	29542
2.6725	29551
2.67486	29560
2.67722	29569
2.67958	29578
2.68194	29587
